"","SiteID","C14ID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region","Ref","SiteName","Latitude","Longitude","Prefecture"
"163",14,251,2570,30,"IAAA-41126",-26.63,0.6,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Yoneyama(2)",40.8427,140.848,"Aomori"
"164",15,417,3990,40,"Beta-194374",-26.3,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Sannaisawabe(3)",40.8157,140.691,"Aomori"
"165",15,100,4145,35,"MTC-05392",-29.3,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaisawabe(3)",40.8157,140.691,"Aomori"
"166",15,99,3945,40,"MTC-05391",-31.7,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaisawabe(3)",40.8157,140.691,"Aomori"
"167",15,97,3870,35,"MTC-05214",-27.1,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaisawabe(3)",40.8157,140.691,"Aomori"
"168",15,96,4180,40,"Beta-197424",-26.3,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaisawabe(3)",40.8157,140.691,"Aomori"
"169",20,131,2960,30,"MTC-06395",-26.8,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Kawaratai",40.5267,140.226,"Aomori"
"170",20,132,2580,80,"MTC-06396",-27.6,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Kawaratai",40.5267,140.226,"Aomori"
"171",20,129,2875,30,"MTC-06393",-28.9,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Kawaratai",40.5267,140.226,"Aomori"
"172",20,130,2925,35,"MTC-06394",-26.2,NA,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Kawaratai",40.5267,140.226,"Aomori"
"173",22,9,4650,45,"MTC-08490",-27.7,1.2,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"174",22,10,4380,100,"MTC-08491",-31.5,0.8,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"175",22,319,4270,40,"IAAA-70634",-26.7,NA,"Seed/Nut","intcal13",2,"Kunikita et al 2008 table 2","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"176",22,6,4425,45,"MTC-08487",-28.4,0.9,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"177",22,8,4600,45,"MTC-08489",-29.8,0.8,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"178",22,317,4420,40,"IAAA-70632",-29.4,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 2","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"179",22,277,4370,40,"Tka-14431",-27.3,NA,"Seed/Nut","intcal13",2,"Kunikita et al 2008","Sannaimaruyama(9)",40.8082,140.693,"Aomori"
"180",23,428,3600,40,"Beta-199661",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Katano",40.4784,141.488,"Aomori"
"181",23,583,3750,40,"Beta-199663",-26.2,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第412集","Katano",40.4784,141.488,"Aomori"
"182",23,196,6870,50,"MTC-08492",-31.4,0.7,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Katano",40.4784,141.488,"Aomori"
"183",24,189,5725,45,"MTC-08497",-27.1,1,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Neinuma(3)",40.7521,141.369,"Aomori"
"184",24,187,3965,45,"MTC-08495",-27.7,1,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Neinuma(3)",40.7521,141.369,"Aomori"
"185",24,188,3950,100,"MTC-08496",-30.3,0.7,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Neinuma(3)",40.7521,141.369,"Aomori"
"186",26,222,2535,20,"PLD-8227",-27.31,0.18,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sunawa",40.7261,140.396,"Aomori"
"187",26,220,2530,45,"MTC-08954",-29.3,2.8,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Sunawa",40.7261,140.396,"Aomori"
"188",31,116,4670,25,"PLD-11581",-27.93,0.12,"Seed/Nut","intcal13",2,"Kenichi Kobayashi  2009","Futamata(2)",40.7985,140.676,"Aomori"
"189",31,111,4510,25,"PLD-11576",-27.23,0.19,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Futamata(2)",40.7985,140.676,"Aomori"
"190",31,114,4620,25,"PLD-11579",-26.05,0.12,"Seed/Nut","intcal13",2,"Kenichi Kobayashi  2009","Futamata(2)",40.7985,140.676,"Aomori"
"191",31,115,4605,25,"PLD-11580",-26.62,0.13,"Seed/Nut","intcal13",2,"Kenichi Kobayashi  2009","Futamata(2)",40.7985,140.676,"Aomori"
"192",31,110,4470,25,"PLD-11575",-27.62,0.14,"Pottery Food Residue","intcal13",2,"Kenichi Kobayashi  2009","Futamata(2)",40.7985,140.676,"Aomori"
"193",31,113,4500,25,"PLD-11578",-28.26,0.13,"Seed/Nut","intcal13",2,"Kenichi Kobayashi  2009","Futamata(2)",40.7985,140.676,"Aomori"
"194",31,393,4570,40,"IAAA-60532",-26.4,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Futamata(2)",40.7985,140.676,"Aomori"
"195",33,271,3175,25,"PLD-4171",-27.85,0.13,"Seed/Nut","intcal13",2,"Kenichi Kobayashi  2009","Kazahari(1)",40.4744,141.501,"Aomori"
"196",35,450,4390,40,"Beta-174953",-26.2,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735","Komakino",40.7341,140.731,"Aomori"
"197",35,419,3600,40,"Beta-167980",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Komakino",40.7341,140.731,"Aomori"
"198",35,453,4730,40,"Beta-183658",-27,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735","Komakino",40.7341,140.731,"Aomori"
"199",35,452,3640,40,"Beta-183657",-26.4,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/en/1735","Komakino",40.7341,140.731,"Aomori"
"200",37,455,3900,50,"Beta-167979",-28.1,NA,"Wood","intcal13",2,"http://sitereports.nabunken.go.jp/1036","Tamamizu(3)",40.8416,140.838,"Aomori"
"201",40,432,3660,40,"Beta-156601",-27,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Sannaimaruyama(6)",40.0389,140.7,"Aomori"
"202",40,434,3710,40,"Beta-148916",-26.9,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3","Sannaimaruyama(6)",40.0389,140.7,"Aomori"
"203",40,433,3660,40,"Beta-148915",-29,NA,"Wood","intcal13",2,"Kunikita et al 2008 table 3","Sannaimaruyama(6)",40.0389,140.7,"Aomori"
"204",42,513,4936,38,"IAAA-82238",-26.03,NA,"Wood","intcal13",2,"青森県文化財調査報告書第488集","Akedo",40.5257,141.218,"Aomori"
"205",44,378,4470,40,"IAAA-51678",-30.4,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Nishibaritai",40.4724,141.219,"Aomori"
"206",44,379,4700,40,"IAAA-51679",-27,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Nishibaritai",40.4724,141.219,"Aomori"
"207",45,443,3050,50,"IAAA-10312",-27.1,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Kaminojiri",40.8438,140.846,"Aomori"
"208",45,442,3130,40,"Beta-149641",-27.9,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Kaminojiri",40.8438,140.846,"Aomori"
"209",45,444,3720,60,"IAAA-10313",-31.7,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Kaminojiri",40.8438,140.846,"Aomori"
"210",45,441,3020,40,"Beta-149640",-27.9,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Kaminojiri",40.8438,140.846,"Aomori"
"211",45,430,3720,40,"Beta-149642",-26.2,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Kaminojiri",40.8438,140.846,"Aomori"
"212",46,410,4420,40,"Beta-162482",-26.7,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Asahiyama(2)",40.7138,140.709,"Aomori"
"213",47,542,3690,40,"Beta-162474",-27.1,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第351集","Nojiri(1)",40.7457,140.581,"Aomori"
"214",47,544,2860,40,"Beta-162476",-28.4,NA,"Charred Remain","intcal13",2,"青森県文化財調査報告書第351集","Nojiri(1)",40.7457,140.581,"Aomori"
"215",49,440,3050,50,"Beta-158788",-28.1,NA,"Charred Remain","intcal13",2,"Kunikita et al 2008 table 3","Shishigami",40.4747,141.185,"Aomori"
"216",51,467,4517,25,"PLD-7369",-29.15,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407","Shinjohiraoka(4)",40.8313,140.688,"Aomori"
"217",51,464,4718,25,"PLD-7367",-26.55,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407","Shinjohiraoka(4)",40.8313,140.688,"Aomori"
"218",51,475,7217,29,"PLD-13026",-26.23,NA,"Charred Remain","intcal13",2,"http://sitereports.nabunken.go.jp/1407","Shinjohiraoka(4)",40.8313,140.688,"Aomori"
"219",51,462,3510,26,"PLD-7690",-26.59,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407","Shinjohiraoka(4)",40.8313,140.688,"Aomori"
"220",51,465,4452,26,"PLD-7691",-28.65,NA,"Pottery Food Residue","intcal13",2,"http://sitereports.nabunken.go.jp/1407","Shinjohiraoka(4)",40.8313,140.688,"Aomori"
"221",51,471,3146,22,"PLD-7692",-29.07,NA,"Organic","intcal13",2,"http://sitereports.nabunken.go.jp/1407","Shinjohiraoka(4)",40.8313,140.688,"Aomori"
"222",60,514,4678,25,"IAAA-90493",-27.05,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集","Takaya",40.5267,141.217,"Aomori"
"223",60,515,4147,23,"IAAA-90494",-29.74,NA,"Charcoal","intcal13",2,"青森県文化財調査報告書第488集","Takaya",40.5267,141.217,"Aomori"
"224",72,1428,4871,33,"IAAA-90480",-29.15,0.24,"Wood","intcal13",2,"青森県文化財調査報告書第508集","Yamada(2)",41.005,140.643,"Aomori"
"225",72,567,4030,40,"IAAA-71851",-27.67,NA,"Wood","intcal13",2,"青森県文化財調査報告書第469集","Yamada(2)",41.005,140.643,"Aomori"
"226",72,568,4030,40,"IAAA-71852",-30.36,NA,"Wood","intcal13",2,"青森県文化財調査報告書第469集","Yamada(2)",41.005,140.643,"Aomori"
"227",72,1425,4068,33,"IAAA-82241",-27.17,0.61,"Wood","intcal13",2,"青森県文化財調査報告書第508集","Yamada(2)",41.005,140.643,"Aomori"
"228",73,570,3616,30,"IAAA-81501",-26.16,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集","Nakadaira",40.7224,140.551,"Aomori"
"229",73,572,3599,28,"IAAA-81503",-27.41,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集","Nakadaira",40.7224,140.551,"Aomori"
"230",73,575,3611,28,"IAAA-81506",-27.05,NA,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第474集","Nakadaira",40.7224,140.551,"Aomori"
"231",93,817,4425,40,"MTC-04359",-27.9,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal","Rokujuhara A",36.0668,140.192,"Ibaragi"
"232",95,819,4400,40,"Beta-164146",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Higashimine",36.5,139.04,"Gunma"
"233",96,821,4505,35,"MTC-04313",-26.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Gotanda",36.268,139.294,"Gunma"
"234",97,822,4410,40,"Beta-164148",-27.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Asahikubo C",36.44,139.06,"Gunma"
"235",97,823,4370,40,"Beta-164147",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Asahikubo C",36.44,139.06,"Gunma"
"236",100,829,4280,40,"Beta-191842",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Shinoharaoohara",35.5,139.62,"Kanagawa"
"237",100,830,4330,45,"MTC-04584",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Shinoharaoohara",35.5,139.62,"Kanagawa"
"238",100,995,4415,40,"MTC-04583",-26.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Shinoharaoohara",35.5,139.62,"Kanagawa"
"239",101,836,4490,40,"Beta-189940",-26.5,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kohoku New Town - Takayama",35.494,139.498,"Kanagawa"
"240",101,834,4370,40,"IAAA-30035",-29.5,1.06,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kohoku New Town - Takayama",35.494,139.498,"Kanagawa"
"241",101,835,4390,40,"IAAA-30036",-28.53,1.29,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kohoku New Town - Takayama",35.494,139.498,"Kanagawa"
"242",101,832,4460,40,"IAAA-30037",-26.26,1.18,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kohoku New Town - Takayama",35.494,139.498,"Kanagawa"
"243",103,1003,4060,40,"Beta-171776",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Aburatsubo",35.1598,139.61808,"Kanagawa"
"244",104,840,4420,40,"Beta-154808",-26.8,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal","Harahigashi",35.5858,139.312,"Kanagawa"
"245",104,839,4170,40,"Beta-154807",-26.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Harahigashi",35.5858,139.312,"Kanagawa"
"246",105,849,4430,40,"Beta-154798",-28.4,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal","Kawashirinakamura",35.5908,139.302,"Kanagawa"
"247",105,846,4350,40,"Beta-154800",-28.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Kawashirinakamura",35.5908,139.302,"Kanagawa"
"248",105,841,4410,40,"Beta-154804",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Kawashirinakamura",35.5908,139.302,"Kanagawa"
"249",105,843,4220,40,"Beta-154803",-28,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Kawashirinakamura",35.5908,139.302,"Kanagawa"
"250",105,845,4160,40,"Beta-154802",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Kawashirinakamura",35.5908,139.302,"Kanagawa"
"251",105,842,4180,40,"Beta-154806",-26.1,NA,"Lacquer","intcal13",1,"Kobayashi Personal","Kawashirinakamura",35.5908,139.302,"Kanagawa"
"252",106,734,6220,40,"MTC-04906",-27.4,NA,"Charred Remain","intcal13",1,NA,"SFC",35.387748,139.427814,"Kanagawa"
"253",106,851,4460,40,"Beta-157911",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"254",106,869,4350,40,"Beta-166518",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"255",106,852,4510,45,"MTC-04902",-27.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"256",106,855,4170,40,"Beta-158197",-26.1,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"257",106,868,4440,40,"MTC-04905",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"258",106,860,4480,40,"Beta-157917",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"259",106,861,4350,40,"Beta-157918",-27.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"260",106,862,4490,40,"Beta-157920",-27,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"261",106,859,4430,40,"Beta-157916",-27.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"262",106,866,4345,40,"MTC-04904",-27.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","SFC",35.387748,139.427814,"Kanagawa"
"263",108,872,4030,35,"MTC-03306",-29.7,NA,"Lacquer","intcal13",1,"Kobayashi Personal","Sumifurusawaminami I",35.7094,140.286,"Chiba"
"264",109,880,5900,45,"MTC-09134",-26.9,1.2,"Charred Remain","intcal13",1,"Kobayashi Personal","Kasori",35.6239,140.164,"Chiba"
"265",109,873,4515,35,"MTC-08564",-28.2,0.5,"Charred Remain","intcal13",1,"Kobayashi Personal","Kasori",35.6239,140.164,"Chiba"
"266",110,881,4400,50,"IAAA-31119",-26.9,1.01,"Lacquer","intcal13",1,"Kobayashi Personal","Awashimadai",35.7199,140.838,"Chiba"
"267",110,882,4190,40,"IAAA-31120",-26.28,0.71,"Lacquer","intcal13",1,"Kobayashi Personal","Awashimadai",35.7199,140.838,"Chiba"
"268",111,889,4060,40,"IAAA-40503",-30.59,0.56,"Charred Remain","intcal13",1,"Kobayashi Personal","Musashinokokubunji",35.6949,139.477,"Tokyo"
"269",112,891,4430,35,"MTC-04595",-27.6,NA,"Seed/Nut","intcal13",1,"Kobayashi Personal","Kitaegota",35.726,139.669,"Tokyo"
"270",114,900,4430,40,"Beta-171634",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Tama New Town N. 520",35.6269,139.465,"Tokyo"
"271",114,903,4590,40,"Beta-171630",-26.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Tama New Town N. 520",35.6269,139.465,"Tokyo"
"272",114,896,4470,40,"Beta-171635",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Tama New Town N. 520",35.6269,139.465,"Tokyo"
"273",115,905,4495,35,"MTC-05566",-26.8,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Tadao",35.569,139.413,"Tokyo"
"274",115,904,4010,40,"Beta-200454",-27.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Tadao",35.569,139.413,"Tokyo"
"275",118,927,4130,40,"MTC-04897",-26.7,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"276",118,919,4170,35,"MTC-04335",-26.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"277",118,939,4210,40,"Beta-160329",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"278",118,912,4160,40,"Beta-161101",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"279",118,913,3425,35,"MTC-04333",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"280",118,921,4210,40,"Beta-159268",-27.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"281",118,922,4190,40,"Beta-167503",-26.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"282",118,941,4270,40,"Beta-183452",-27.9,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"283",118,943,3885,30,"PLD-4175",-26.89,0.11,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"284",118,935,4220,50,"Beta-158770",-27.9,NA,"Lacquer","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"285",118,940,4450,40,"Beta-183453",-28.3,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"286",118,930,4180,40,"Beta-167435",-26.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"287",118,931,3370,40,"Beta-167756",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"288",118,928,4230,45,"MTC-04898",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"289",118,911,4220,40,"Beta-159262",-26.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"290",118,938,4400,40,"Beta-163457",-26.7,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"291",118,932,4195,40,"MTC-04899",-26.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"292",118,933,3905,40,"MTC-04336",-29,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"293",118,934,4060,40,"Beta-159272",-26.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Oohashi",35.6533,139.68,"Tokyo"
"294",119,944,4440,40,"Beta-162292",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Mukaigo",35.6888,139.423,"Tokyo"
"295",119,949,4450,40,"Beta-165962",-27,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Mukaigo",35.6888,139.423,"Tokyo"
"296",119,945,4500,40,"Beta-162293",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Mukaigo",35.6888,139.423,"Tokyo"
"297",119,946,4460,40,"Beta-162290",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Mukaigo",35.6888,139.423,"Tokyo"
"298",119,951,4660,40,"Beta-165963",-29.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Mukaigo",35.6888,139.423,"Tokyo"
"299",120,961,4270,40,"Beta-158205",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Nakauchi",37.0094,140.167,"Tochigi"
"300",120,958,4400,40,"Beta-165959",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Nakauchi",37.0094,140.167,"Tochigi"
"301",120,957,4690,40,"Beta-158200",-26.4,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Nakauchi",37.0094,140.167,"Tochigi"
"302",120,956,4390,40,"Beta-167425",-27,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Nakauchi",37.0094,140.167,"Tochigi"
"303",120,962,4380,50,"Beta-167424",-26.2,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Nakauchi",37.0094,140.167,"Tochigi"
"304",120,955,4610,40,"Beta-158198",-27,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Nakauchi",37.0094,140.167,"Tochigi"
"305",122,964,3890,30,"IAAA-11635",-29.28,0.7,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Douzenkubo",36.29,138.88,"Gunma"
"306",123,965,3900,40,"Beta-165960",-26.6,NA,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Jinba",36.4,138.83,"Gunma"
"307",124,966,3270,45,"MTC-08511",-29.6,1.8,"Lacquer","intcal13",1,"Kobayashi Personal","Ushiroya",36.031664,139.565932,"Saitama"
"308",124,967,3275,45,"MTC-08512",-29.6,2.2,"Lacquer","intcal13",1,"Kobayashi Personal","Ushiroya",36.031664,139.565932,"Saitama"
"309",124,968,3210,40,"MTC-08513",-29.7,1.4,"Lacquer","intcal13",1,"Kobayashi Personal","Ushiroya",36.031664,139.565932,"Saitama"
"310",125,971,3680,40,"IAAA-31107",-27.41,0.76,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kamitsuchidanaminami",35.4155,139.446,"Kanagawa"
"311",125,969,3600,40,"IAAA-41127",-26.82,0.66,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kamitsuchidanaminami",35.4155,139.446,"Kanagawa"
"312",125,972,3650,40,"IAAA-31106",-26.38,0.8,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Kamitsuchidanaminami",35.4155,139.446,"Kanagawa"
"313",126,977,3845,35,"MTC-04318",-29,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"314",126,976,3820,35,"MTC-04886",-26.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"315",126,985,3765,35,"MTC-04320",-31.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"316",126,979,3810,70,"MTC-04587",-29.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"317",126,982,3725,35,"MTC-04326",-29.3,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"318",126,993,3695,35,"MTC-04885",-26.9,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"319",126,988,3740,35,"MTC-04323",-28.4,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"320",126,981,3795,35,"MTC-04319",-27.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"321",126,986,3720,40,"MTC-04321",-28.6,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"322",126,987,3970,35,"MTC-04322",-29,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"323",126,992,3860,40,"MTC-04884",-27.2,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"324",126,974,3760,35,"MTC-04881",-31.5,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"325",126,975,3830,35,"MTC-04317",-28.1,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"326",126,990,3765,35,"MTC-04324",-28.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"327",126,991,3815,35,"MTC-04325",-30.8,NA,"Charred Remain","intcal13",1,"Kobayashi Personal","Inariyama",35.4277,139.625,"Kanagawa"
"328",128,1022,3910,25,"PLD-4927",-26.69,0.13,"Wood","intcal13",1,"Kobayashi Personal","Sanada – Kitakaname Group",35.3667,139.281,"Kanagawa"
"329",128,1012,3790,25,"PLD-4918",-26.91,0.18,"Wood","intcal13",1,"Kobayashi Personal","Sanada – Kitakaname Group",35.3667,139.281,"Kanagawa"
"330",128,1008,3695,25,"PLD-4914",-26.81,0.14,"Pottery Food Residue","intcal13",1,"Kobayashi Personal","Sanada – Kitakaname Group",35.3667,139.281,"Kanagawa"
"331",128,1020,3940,30,"PLD-4926",-27.38,0.17,"Wood","intcal13",1,"Kobayashi Personal","Sanada – Kitakaname Group",35.3667,139.281,"Kanagawa"
