"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region"
2311,351,4655,36,"IAAA-91847",-25.16,0.52,"Wood","intcal13",3
2312,351,4728,35,"IAAA-91848",-25.28,0.53,"Wood","intcal13",3
2313,351,4678,36,"IAAA-91849",-25.24,0.52,"Wood","intcal13",3
2314,351,4823,35,"IAAA-91850",-26.47,0.61,"Wood","intcal13",3
2315,351,4386,36,"IAAA-91851",-26.51,0.58,"Wood","intcal13",3
2316,351,4455,35,"IAAA-91852",-26.38,0.4,"Wood","intcal13",3
2317,352,4062,34,"IAAA-91855",-28.28,0.84,"Wood","intcal13",3
2318,352,4167,33,"IAAA-91856",-25.83,0.38,"Wood","intcal13",3
2319,352,4564,31,"IAAA-103524",-30.33,0.51,"Wood","intcal13",3
2320,352,4619,31,"IAAA-103525",-27.02,0.64,"Charred Remain","intcal13",3
2321,352,5596,32,"IAAA-103526",-26.18,0.4,"Charred Remain","intcal13",3
2322,352,3617,27,"IAAA-103527",-26.03,0.44,"Wood","intcal13",3
2323,352,5649,30,"IAAA-103528",-24.6,0.54,"Charred Remain","intcal13",3
2325,352,3621,27,"IAAA-103530",-27.08,0.61,"Wood","intcal13",3
2326,352,4661,29,"IAAA-103531",-25.62,0.58,"Wood","intcal13",3
2327,352,3650,28,"IAAA-103533",-25.52,0.58,"Wood","intcal13",3
2328,353,3962,30,"IAAA-112579",-28.75,0.74,"Wood","intcal13",3
2330,353,3984,30,"IAAA-112581",-31.84,0.54,"Wood","intcal13",3
2332,353,3773,27,"IAAA-112583",-26.83,0.49,"Wood","intcal13",3
2333,354,4470,30,"IAAA-102928",-27.87,0.5,"Wood","intcal13",3
2334,354,4160,30,"IAAA-102929",-27.99,0.42,"Wood","intcal13",3
2335,354,4440,30,"IAAA-102930",-29.56,0.4,"Wood","intcal13",3
2336,354,4940,30,"IAAA-102931",-26.3,0.58,"Wood","intcal13",3
2337,354,4430,30,"IAAA-102932",-26.22,0.35,"Wood","intcal13",3
2338,354,4450,30,"IAAA-102933",-25.59,0.35,"Wood","intcal13",3
2339,354,4710,30,"IAAA-102934",-24.64,0.26,"Wood","intcal13",3
2341,354,4880,30,"IAAA-102937",-28.13,0.46,"Wood","intcal13",3
2342,355,3979,27,"IAAA-103317",-24.9,0.53,"Wood","intcal13",3
2343,355,4796,30,"IAAA-103318",-27.5,0.6,"Wood","intcal13",3
2344,355,4857,31,"IAAA-103319",-24.95,0.54,"Wood","intcal13",3
2345,355,4743,30,"IAAA-103320",-24.29,0.55,"Wood","intcal13",3
2346,355,4687,30,"IAAA-103321",-27.35,0.68,"Wood","intcal13",3
2347,355,4587,29,"IAAA-103322",-26.8,0.43,"Wood","intcal13",3
2348,355,5479,30,"IAAA-103323",-24.41,0.57,"Wood","intcal13",3
2349,355,3942,28,"IAAA-103324",-28,0.51,"Wood","intcal13",3
2350,355,3617,28,"IAAA-103325",-26.77,0.55,"Wood","intcal13",3
2351,355,3965,28,"IAAA-103326",-25.67,0.59,"Wood","intcal13",3
2352,355,3966,28,"IAAA-103327",-24.43,0.42,"Wood","intcal13",3
2353,355,7105,35,"IAAA-103328",-25.45,0.52,"Wood","intcal13",3
2354,355,7198,35,"IAAA-103329",-26.15,0.67,"Wood","intcal13",3
2355,355,4788,31,"IAAA-103330",-29.09,0.73,"Wood","intcal13",3
2356,355,4769,30,"IAAA-103331",-26.34,0.36,"Wood","intcal13",3
2357,355,4782,29,"IAAA-112213",-25.4,0.46,"Wood","intcal13",3
2363,354,3715,30,"PLD-3375",-26.55,0.13,"Charred Remain","intcal13",3
2364,354,3745,25,"PLD-3376",-24.88,0.12,"Charred Remain","intcal13",3
2365,354,3765,25,"PLD-3377",-25.86,0.12,"Charred Remain","intcal13",3
2366,354,3730,25,"PLD-3378",-25.1,0.11,"Charred Remain","intcal13",3
2367,354,3740,25,"PLD-3379",-25.26,0.11,"Charred Remain","intcal13",3
2368,354,3705,25,"PLD-3380",-24.64,0.11,"Charred Remain","intcal13",3
2370,354,3660,25,"PLD-3382",-26.15,0.11,"Charred Remain","intcal13",3
2371,354,3615,25,"PLD-3383",-24.62,0.11,"Charred Remain","intcal13",3
2372,354,3635,25,"PLD-3384",-24.99,0.11,"Charred Remain","intcal13",3
2413,358,4540,40,"IAAA-72173",-26.94,0.65,"Charred Remain","intcal13",3
2414,358,4490,40,"IAAA-72174",-27.66,0.32,"Charred Remain","intcal13",3
2415,358,3490,30,"IAAA-72175",-25.99,0.83,"Charred Remain","intcal13",3
2416,358,3530,30,"IAAA-72176",-26.58,0.56,"Charred Remain","intcal13",3
2417,358,3410,30,"IAAA-72177",-26.09,0.86,"Charred Remain","intcal13",3
2420,358,3220,30,"IAAA-72182",-27,0.5,"Charred Remain","intcal13",3
2422,359,4037,35,"IAAA-91740",-25.29,0.35,"Wood","intcal13",3
2423,359,3525,35,"IAAA-91741",-27.49,0.62,"Wood","intcal13",3
2424,359,3725,35,"IAAA-91742",-26.44,0.65,"Wood","intcal13",3
2425,359,3808,35,"IAAA-91743",-26.77,0.47,"Wood","intcal13",3
2426,359,3339,35,"IAAA-91744",-24.09,0.58,"Wood","intcal13",3
2427,359,3730,34,"IAAA-91745",-25.88,0.51,"Wood","intcal13",3
2428,359,5590,37,"IAAA-91746",-24.55,0.7,"Wood","intcal13",3
2429,359,3488,33,"IAAA-91747",-26.35,0.71,"Wood","intcal13",3
2431,359,3278,33,"IAAA-91749",-24.5,0.63,"Wood","intcal13",3
2432,359,3280,33,"IAAA-91750",-25.43,0.65,"Wood","intcal13",3
2435,359,3799,34,"IAAA-91753",-24.89,0.64,"Wood","intcal13",3
2436,359,3894,32,"IAAA-91754",-25.75,0.43,"Wood","intcal13",3
2438,359,3940,33,"IAAA-91756",-25.86,0.58,"Wood","intcal13",3
2439,359,3809,33,"IAAA-91757",-26.18,0.51,"Wood","intcal13",3
2440,359,3709,35,"IAAA-91758",-25.86,0.51,"Wood","intcal13",3
2441,359,3801,34,"IAAA-91759",-26.44,0.61,"Wood","intcal13",3
2442,359,3973,34,"IAAA-91760",-26.01,0.67,"Wood","intcal13",3
2443,359,3915,34,"IAAA-91761",-26.62,0.53,"Wood","intcal13",3
2444,359,3854,33,"IAAA-91762",-24.55,0.67,"Wood","intcal13",3
2446,359,3888,34,"IAAA-91764",-25.9,0.63,"Wood","intcal13",3
2447,359,3890,34,"IAAA-91765",-25.34,0.62,"Wood","intcal13",3
2448,359,3915,35,"IAAA-91766",-27.03,0.52,"Wood","intcal13",3
2449,359,3977,35,"IAAA-91767",-26.28,0.68,"Wood","intcal13",3
2450,359,6759,42,"IAAA-91768",-28.24,0.57,"Wood","intcal13",3
2451,359,3838,35,"IAAA-91769",-25.71,0.55,"Wood","intcal13",3
2452,359,3971,35,"IAAA-91770",-25.68,0.65,"Wood","intcal13",3
2453,359,3741,35,"IAAA-91771",-25,0.64,"Wood","intcal13",3
2454,359,3790,28,"IAAA-102472",-26.94,0.55,"Charred Remain","intcal13",3
2455,359,3820,28,"IAAA-102473",-24.45,0.48,"Charred Remain","intcal13",3
2457,359,3707,29,"IAAA-102475",-24.6,0.4,"Wood","intcal13",3
2458,359,3699,29,"IAAA-102476",-27.12,0.47,"Wood","intcal13",3
2460,359,3811,28,"IAAA-102478",-25,0.38,"Wood","intcal13",3
2461,359,3837,28,"IAAA-102479",-25.79,0.54,"Wood","intcal13",3
2462,359,3806,29,"IAAA-102480",-28.28,0.51,"Wood","intcal13",3
2463,359,3967,29,"IAAA-102481",-25.56,0.38,"Wood","intcal13",3
2464,360,4736,28,"IAAA-112561",-24.98,0.49,"Charred Remain","intcal13",3
2465,360,4995,28,"IAAA-112562",-25.73,0.44,"Charred Remain","intcal13",3
2466,360,4696,28,"IAAA-112563",-26.4,0.42,"Charred Remain","intcal13",3
2467,360,4755,28,"IAAA-112564",-31.08,0.46,"Charred Remain","intcal13",3
2468,360,4782,28,"IAAA-112565",-27.41,0.44,"Charred Remain","intcal13",3
2469,361,3690,27,"IAAA-112584",-24.44,0.51,"Wood","intcal13",3
2472,361,3748,24,"IAAA-122281",-31.31,0.42,"Wood","intcal13",3
2473,361,3626,22,"IAAA-122282",-25.69,0.28,"Wood","intcal13",3
2474,361,3765,22,"IAAA-122283",-25.67,0.27,"Charred Remain","intcal13",3
2475,361,3996,23,"IAAA-122284",-27.02,0.26,"Wood","intcal13",3
2476,361,3842,25,"IAAA-122285",-29.69,0.48,"Wood","intcal13",3
2478,362,4117,29,"IAAA-123275",-26.7,0.27,"Wood","intcal13",3
2479,362,3610,27,"IAAA-123276",-26.71,0.43,"Wood","intcal13",3
2480,363,3027,25,"IAAA-122286",-25.75,0.5,"Charred Remain","intcal13",3
2481,363,2919,27,"IAAA-122287",-25.53,0.66,"Charred Remain","intcal13",3
2482,363,2997,27,"IAAA-122288",-28.57,0.28,"Charred Remain","intcal13",3
2483,363,3006,26,"IAAA-122289",-24.51,0.67,"Charred Remain","intcal13",3
2485,363,2591,24,"IAAA-141110",-29.95,0.36,"Lacquer","intcal13",3
2486,363,3311,24,"IAAA-141111",-25.53,0.51,"Lacquer","intcal13",3
2488,364,4126,28,"IAAA-123267",-25.26,0.29,"Charred Remain","intcal13",3
2489,364,3873,28,"IAAA-123268",-24.52,0.44,"Charred Remain","intcal13",3
2490,364,4142,28,"IAAA-123269",-26.63,0.42,"Charred Remain","intcal13",3
2491,364,3937,27,"IAAA-123270",-26.37,0.41,"Charred Remain","intcal13",3
2493,364,4476,26,"IAAA-123272",-25.16,0.35,"Charred Remain","intcal13",3
2494,364,3556,26,"IAAA-123273",-27.13,0.29,"Charred Remain","intcal13",3
2496,365,4994,24,"PLD-28526",-24.72,0.16,"Pottery Food Residue","intcal13",3
2497,365,5066,24,"PLD-28527",-27.36,0.17,"Pottery Food Residue","intcal13",3
2498,366,5091,35,"IAAA-91772",-24.53,0.51,"Wood","intcal13",3
2500,366,5065,35,"IAAA-91774",-25.91,0.42,"Wood","intcal13",3
2502,366,5011,33,"IAAA-91776",-27.14,0.4,"Wood","intcal13",3
2503,366,7203,36,"IAAA-103347",-26.54,0.59,"Wood","intcal13",3
2504,366,5073,32,"IAAA-103348",-24.96,0.57,"Wood","intcal13",3
2505,366,5114,30,"IAAA-103349",-25.15,0.66,"Wood","intcal13",3
2506,366,4907,29,"IAAA-103350",-25.84,0.51,"Wood","intcal13",3
2508,366,4996,27,"IAAA-112590",-25.01,0.38,"Wood","intcal13",3
2509,366,3989,29,"IAAA-112591",-25.07,0.81,"Wood","intcal13",3
2510,367,4509,27,"IAAA-123248",-24.57,0.38,"Wood","intcal13",3
2511,367,4656,27,"IAAA-123249",-24.44,0.51,"Wood","intcal13",3
2512,367,4421,28,"IAAA-123250",-24.91,0.3,"Wood","intcal13",3
2513,367,4433,28,"IAAA-123251",-24.31,0.37,"Wood","intcal13",3
2514,367,4484,28,"IAAA-123252",-24.7,0.31,"Wood","intcal13",3
2515,367,5610,29,"IAAA-123253",-24.58,0.26,"Wood","intcal13",3
2518,367,3628,27,"IAAA-123256",-28.2,0.31,"Wood","intcal13",3
2520,325,4446,29,"IAAA-102910",-28.72,0.54,"Wood","intcal13",3
2521,325,4381,31,"IAAA-102911",-25.06,0.45,"Wood","intcal13",3
2522,325,4398,30,"IAAA-102912",-27.29,0.42,"Seed/Nut","intcal13",3
2523,325,4372,30,"IAAA-102913",-26.82,0.51,"Wood","intcal13",3
2524,325,4418,31,"IAAA-102914",-28.63,0.56,"Seed/Nut","intcal13",3
2525,325,4388,30,"IAAA-102915",-25.74,0.47,"Seed/Nut","intcal13",3
2526,325,4151,29,"IAAA-102916",-29.56,0.44,"Wood","intcal13",3
2527,325,4087,29,"IAAA-102917",-28.12,0.29,"Wood","intcal13",3
2528,325,3681,27,"IAAA-102919",-26.36,0.52,"Wood","intcal13",3
