"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region","Ref"
1318,216,3730,50,"Tka-14724",-26.7,NA,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/10669"
1323,216,3585,50,"Tka-14831",-30.3,NA,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/10669"
1325,216,3620,60,"Tka-14832",-27.2,NA,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/10669"
1329,216,3615,40,"Tka-14833",-30.6,NA,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/10669"
1331,216,3640,50,"Tka-14834",-31.3,NA,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/10669"
1336,218,2630,70,"IAA-1176",-25.2,NA,"Charred Remain","intcal13",1,"http://sitereports.nabunken.go.jp/11563"
1337,218,2520,40,"IAAA-90325",-30.64,NA,"Wood","intcal13",1,"http://sitereports.nabunken.go.jp/11563"
1338,219,3801,21,"IAAA-130769",-28.58,0.16,"Wood","intcal13",2,"青森県文化財調査報告書第544集"
1339,219,3698,21,"IAAA-130770",-25.83,0.22,"Wood","intcal13",2,"青森県文化財調査報告書第544集"
1340,220,3076,18,"IAAA-122407",-26.98,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第542集"
1341,220,3133,18,"IAAA-122408",-24.43,0.18,"Wood","intcal13",2,"青森県文化財調査報告書第542集"
1342,221,4404,21,"IAAA-130792",-24.35,0.24,"Wood","intcal13",2,"青森県文化財調査報告書第541集"
1344,222,3952,20,"IAAA-122410",-27.48,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第540集"
1346,222,4488,21,"IAAA-122412",-24.13,0.2,"Wood","intcal13",2,"青森県文化財調査報告書第540集"
1348,222,3075,19,"IAAA-122414",-24.77,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第540集"
1349,222,4402,19,"IAAA-122415",-24.54,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第540集"
1350,223,3049,27,"IAAA-90507",-24.85,0.24,"Carbonised Remains","intcal13",2,"青森県文化財調査報告書第531集"
1351,224,3902,18,"IAAA-111980",-26,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第530集"
1355,224,4442,19,"IAAA-111984",-24.78,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第530集"
1356,224,3346,18,"IAAA-111985",-27.71,0.27,"Wood","intcal13",2,"青森県文化財調査報告書第530集"
1357,224,3401,18,"IAAA-111986",-25.4,0.23,"Wood","intcal13",2,"青森県文化財調査報告書第530集"
1359,225,3817,19,"IAAA-111972",-24.79,0.26,"Wood","intcal13",2,"青森県文化財調査報告書第527集"
1360,225,3842,19,"IAAA-111973",-28.49,0.26,"Wood","intcal13",2,"青森県文化財調査報告書第527集"
1361,225,3910,19,"IAAA-111974",-25.23,0.28,"Wood","intcal13",2,"青森県文化財調査報告書第527集"
1362,225,3942,19,"IAAA-111975",-26.96,0.27,"Wood","intcal13",2,"青森県文化財調査報告書第527集"
1363,56,3892,20,"PLD-22319",-25.56,0.22,"Charred Remain","intcal13",2,"青森県文化財調査報告書第525集"
1364,56,3854,20,"PLD-22320",-25.6,0.21,"Charred Remain","intcal13",2,"青森県文化財調査報告書第525集"
1366,226,4729,40,"IAAA-31938",-26.81,0.88,"Seed/Nut","intcal13",2,"青森県文化財調査報告書第98集"
1367,226,4583,39,"IAAA-31939",-25.68,0.88,"Seed/Nut","intcal13",2,"青森県文化財調査報告書第98集"
1368,227,4141,35,"IAAA-71841",-26.46,0.67,"Wood","intcal13",2,"青森県文化財調査報告書第475集"
1372,227,2999,31,"IAAA-71828",-24.42,0.54,"Wood","intcal13",2,"青森県文化財調査報告書第475集"
1376,228,3946,31,"IAAA-82259",-24.28,0.49,"Wood","intcal13",2,"青森県文化財調査報告書第480集"
1377,228,3968,35,"IAAA-82260",-24.53,0.63,"Wood","intcal13",2,"青森県文化財調査報告書第480集"
1378,228,3925,30,"IAAA-82261",-24.49,0.56,"Wood","intcal13",2,"青森県文化財調査報告書第480集"
1379,228,3879,31,"IAAA-90464",-28.78,0.23,"Wood","intcal13",2,"青森県文化財調査報告書第480集"
1380,228,3914,32,"IAAA-90465",-32.15,0.2,"Wood","intcal13",2,"青森県文化財調査報告書第480集"
1381,228,3888,30,"IAAA-90466",-26.81,0.22,"Wood","intcal13",2,"青森県文化財調査報告書第480集"
1382,229,2955,29,"IAAA-82245",-25.9,0.53,"Seed/Nut","intcal13",2,"青森県文化財調査報告書第484集"
1383,229,4018,32,"IAAA-82246",-26.55,0.62,"Seed/Nut","intcal13",2,"青森県文化財調査報告書第484集"
1384,229,4625,32,"IAAA-82247",-27.17,0.48,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1385,229,3286,31,"IAAA-82248",-27.93,0.45,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1386,229,2862,31,"IAAA-90482",-28.62,0.24,"Seed/Nut","intcal13",2,"青森県文化財調査報告書第484集"
1387,229,3513,30,"IAAA-90484",-28.55,0.25,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1388,229,4729,29,"IAAA-90485",-28.48,0.22,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1389,229,4622,31,"IAAA-90486",-31.14,0.26,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1390,229,4624,31,"IAAA-90487",-31.4,0.25,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1391,229,4763,30,"IAAA-90488",-27.69,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第484集"
1400,232,3706,30,"IAAA-92285",-25.15,0.23,"Charred Remain","intcal13",2,"青森県文化財調査報告書第499集"
1405,233,5114,20,"IAAA-101065",-27.02,0.24,"Charred Remain","intcal13",2,"青森県文化財調査報告書第499集"
1406,235,2763,18,"IAAA-92218",-25.7,0.18,"Wood","intcal13",2,"青森県文化財調査報告書第500集"
1407,235,2969,19,"IAAA-92219",-27.36,0.23,"Wood","intcal13",2,"青森県文化財調査報告書第500集"
1408,235,4171,20,"IAAA-92220",-28.66,0.2,"Wood","intcal13",2,"青森県文化財調査報告書第500集"
1409,235,2505,18,"IAAA-92221",-26.58,0.22,"Wood","intcal13",2,"青森県文化財調査報告書第500集"
1410,235,3775,19,"IAAA-92222",-25.7,0.25,"Wood","intcal13",2,"青森県文化財調査報告書第500集"
1411,235,2522,17,"IAAA-92224",-24.39,0.23,"Wood","intcal13",2,"青森県文化財調査報告書第500集"
1413,234,3416,18,"IAAA-101012",-28.53,0.23,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第500集"
1414,234,3108,17,"IAAA-101013",-26.3,0.24,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第500集"
1415,9,3976,21,"IAAA-92287",-30.34,0.25,"Charred Remain","intcal13",2,"青森県文化財調査報告書第506集"
1416,9,3822,21,"IAAA-92288",-30.06,0.21,"Charred Remain","intcal13",2,"青森県文化財調査報告書第506集"
1418,9,4026,22,"IAAA-92290",-27.54,0.27,"Charred Remain","intcal13",2,"青森県文化財調査報告書第506集"
1419,9,4053,22,"IAAA-92291",-28.31,0.19,"Charred Remain","intcal13",2,"青森県文化財調査報告書第506集"
1420,9,3475,18,"IAAA-101037",-25.76,0.23,"Charred Remain","intcal13",2,"青森県文化財調査報告書第506集"
1422,9,3943,19,"IAAA-101039",-28.38,0.25,"Wood","intcal13",2,"青森県文化財調査報告書第506集"
1423,9,4013,18,"IAAA-101040",-24.23,0.26,"Wood","intcal13",2,"青森県文化財調査報告書第506集"
1424,9,3899,19,"IAAA-101041",-25.26,0.24,"Wood","intcal13",2,"青森県文化財調査報告書第506集"
1425,72,4068,33,"IAAA-82241",-27.17,0.61,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1426,72,4548,31,"IAAA-90474",-25.54,0.25,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1427,72,4588,31,"IAAA-90479",-25.57,0.24,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1428,72,4871,33,"IAAA-90480",-29.15,0.24,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1431,72,4665,22,"IAAA-92259",-24.43,0.26,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1435,72,4205,21,"IAAA-92263",-24.06,0.26,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1436,72,3929,21,"IAAA-92264",-24.66,0.24,"Wood","intcal13",2,"青森県文化財調査報告書第508集"
1437,236,5734,27,"PLD-17507",-27.58,0.16,"Charred Remain","intcal13",2,"青森県文化財調査報告書第511集"
1438,237,3722,23,"PLD-17516",-25.24,0.12,"Charred Remain","intcal13",2,"青森県文化財調査報告書第512集"
1439,237,3683,23,"PLD-17517",-26.34,0.23,"Charred Remain","intcal13",2,"青森県文化財調査報告書第512集"
1440,238,4358,21,"PLD-17518",-29.36,0.11,"Charred Remain","intcal13",2,"青森県文化財調査報告書第512集"
1441,238,4397,22,"PLD-17519",-27.49,0.13,"Charred Remain","intcal13",2,"青森県文化財調査報告書第512集"
1442,239,3499,23,"PLD-17509",-24.57,0.16,"Charred Remain","intcal13",2,"青森県文化財調査報告書第513集"
1443,239,3501,23,"PLD-17510",-27.51,0.16,"Charred Remain","intcal13",2,"青森県文化財調査報告書第513集"
1444,239,3544,23,"PLD-17511",-26.12,0.16,"Charred Remain","intcal13",2,"青森県文化財調査報告書第513集"
1445,239,3549,24,"PLD-17512",-27.04,0.14,"Charred Remain","intcal13",2,"青森県文化財調査報告書第513集"
1446,239,3651,24,"PLD-17513",-26.75,0.16,"Charred Remain","intcal13",2,"青森県文化財調査報告書第513集"
1447,239,3694,24,"PLD-17514",-25.76,0.16,"Charred Remain","intcal13",2,"青森県文化財調査報告書第513集"
1448,240,4188,21,"IAAA-92225",-26.72,0.27,"Wood","intcal13",2,"青森県文化財調査報告書第515集"
1450,240,3700,19,"IAAA-92227",-24.7,0.21,"Wood","intcal13",2,"青森県文化財調査報告書第515集"
1452,240,2920,18,"IAAA-101011",-26.57,0.27,"Pottery Food Residue","intcal13",2,"青森県文化財調査報告書第515集"
1454,263,2930,40,"IAAA-31222",-25.31,NA,"Seed/Nut","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1456,263,3210,40,"IAAA-31224",-27.11,NA,"Charred Remain","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1458,263,2986,30,"NUTA2-5487",-29.1,1,"Lacquer","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1459,263,2970,30,"NUTA2-5488",-29,1,"Lacquer","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1460,263,2914,30,"NUTA2-5489",-28,1,"Lacquer","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1461,263,2921,31,"NUTA2-5490",-29,1,"Lacquer","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1462,263,3002,32,"NUTA2-5491",-28,1,"Lacquer","intcal13",3,"2004 北海道恵庭市発掘調査報告書"
1463,241,4350,50,"Beta-153947",-26.5,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1464,241,3900,40,"Beta-153948",-26.3,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1465,241,4380,50,"Beta-153949",-26.1,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1466,241,4460,50,"Beta-153950",-25.2,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1467,241,3770,50,"Beta-153951",-26.1,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1468,241,4350,50,"Beta-153952",-26.2,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1469,241,4360,50,"Beta-153953",-26.3,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1470,241,4410,50,"Beta-153954",-25.3,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1471,241,4150,60,"IAA-59",-25.7,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1472,241,4550,70,"IAA-60",-24.3,NA,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1473,241,4480,30,"IAAA-10395",-27.79,1.04,"Charred Remain","intcal13",3,"2005 北海道恵庭市発掘調査報告書"
1474,242,3930,70,"Beta-125530",-26.7,NA,"Charred Remain","intcal13",3,"2005 北海道石狩市教育委員会"
1475,242,4420,70,"Beta-113586",-27.5,NA,"Charred Remain","intcal13",3,"2005 北海道石狩市教育委員会"
1476,242,4130,80,"Beta-113585",-28.2,NA,"Charred Remain","intcal13",3,"2005 北海道石狩市教育委員会"
1477,242,4360,50,"Beta-113584",-25.8,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1478,242,3570,160,"Beta-102372",-28.5,NA,"Organic","intcal13",3,"2005 北海道石狩市教育委員会"
1479,242,5020,140,"Beta-102371",-27.1,NA,"Charred Remain","intcal13",3,"2005 北海道石狩市教育委員会"
1480,242,4730,60,"Beta-113588",-26.5,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1483,242,3780,60,"Beta-141470",-24.8,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1484,242,3950,50,"Beta-171779",-27.2,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1485,242,3970,50,"Beta-154947",-28.2,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1486,242,4050,50,"Beta-154949",-26.9,NA,"Seed/Nut","intcal13",3,"2005 北海道石狩市教育委員会"
1487,242,4200,70,"Beta-154948",-25,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1488,242,4140,90,"Beta-171780",-29.8,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1490,242,4200,60,"Beta-102373",-29.5,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1491,242,4400,40,"Beta-172670",-28.2,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1492,242,4430,40,"Beta-172669",-27.4,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1493,242,5030,70,"Beta-141469",-28.3,NA,"Wood","intcal13",3,"2005 北海道石狩市教育委員会"
1496,275,2890,30,"PLD-3201",-28,NA,"Charred Remain","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1498,275,2940,45,"PLD-3203",-27.5,NA,"Charred Remain","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1499,275,2825,45,"PLD-3204",-27.4,NA,"Charred Remain","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1500,275,2955,35,"PLD-3205",-25,NA,"Charred Remain","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1501,275,2675,35,"PLD-3206",-26,NA,"Seed/Nut","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1503,275,2610,35,"PLD-3208",-27.4,NA,"Seed/Nut","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1504,275,2720,45,"PLD-3209",-26.7,NA,"Seed/Nut","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1505,275,2690,30,"PLD-3210",-25.5,NA,"Seed/Nut","intcal13",3,"北埋調報214　北海道埋蔵文化財センター"
1506,245,3900,40,"IAAA-41457",-25.5,1,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1507,245,3830,40,"IAAA-41458",-27.6,0.84,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1508,245,3830,40,"IAAA-41459",-27.44,0.81,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1509,245,3810,40,"IAAA-41460",-24.6,0.83,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1515,245,3830,40,"IAAA-41466",-25.99,0.68,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1516,245,3890,40,"IAAA-41467",-25.72,0.73,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1517,245,3810,40,"IAAA-41468",-24.1,0.75,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1518,245,3710,40,"IAAA-41469",-26.83,0.68,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1519,245,3810,40,"IAAA-41470",-27.01,0.69,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1520,245,3790,40,"IAAA-41471",-24.35,0.59,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1522,245,3780,40,"IAAA-41473",-24.68,0.81,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1524,245,4160,40,"IAAA-41475",-24.84,0.63,"Wood","intcal13",3,"北埋調報212　北海道埋蔵文化財センター"
1525,273,2430,40,"IAAA-51595",-31.95,0.85,"Wood","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1529,273,2550,30,"IAAA-51599",-24.32,0.87,"Wood","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1530,273,2490,40,"IAAA-51600",-26.84,0.88,"Wood","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1531,273,2450,40,"IAAA-51601",-32.23,0.84,"Charred Remain","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1533,273,2510,30,"IAAA-51603",-25.71,0.76,"Charred Remain","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1534,273,2550,40,"IAAA-51604",-25.91,0.85,"Charred Remain","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1536,273,2580,30,"IAAA-51606",-24.35,0.83,"Wood","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1539,273,2850,30,"IAAA-51609",-24.72,0.71,"Charred Remain","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1543,273,2480,30,"IAAA-51972",-27.74,0.76,"Charred Remain","intcal13",3,"北埋調報226　北海道埋蔵文化財センター"
1554,247,5350,40,"IAAA-51611",-26.91,0.85,"Charred Remain","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1556,247,5390,40,"IAAA-51613",-25.65,0.95,"Charred Remain","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1557,247,5390,40,"IAAA-51614",-25.4,0.95,"Seed/Nut","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1558,247,5370,40,"IAAA-51615",-29.5,0.8,"Seed/Nut","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1560,247,5320,40,"IAAA-51617",-26.43,0.95,"Charred Remain","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1561,247,5460,40,"IAAA-51618",-25.81,0.87,"Charred Remain","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1563,247,5400,40,"IAAA-51620",-25.64,0.92,"Seed/Nut","intcal13",3,"北埋調報227　北海道埋蔵文化財センター"
1572,248,4070,25,"PLD-5471",-26.24,0.13,"Seed/Nut","intcal13",3,"北埋調報228　北海道埋蔵文化財センター"
1573,248,4115,25,"PLD-5472",-27.53,0.11,"Seed/Nut","intcal13",3,"北埋調報228　北海道埋蔵文化財センター"
1574,248,3635,25,"PLD-5473",-25.62,0.12,"Charred Remain","intcal13",3,"北埋調報228　北海道埋蔵文化財センター"
1576,249,7390,70,"Beta-138110",-25.5,NA,"Charred Remain","intcal13",3,"北埋調報161　北海道埋蔵文化財センター"
1578,251,3370,60,"Beta-113923",-27.1,NA,"Charred Remain","intcal13",3,"北埋調報157　北海道埋蔵文化財センター"
1579,251,3210,60,"Beta-113924",-25.6,NA,"Charred Remain","intcal13",3,"北埋調報157　北海道埋蔵文化財センター"
1580,251,3200,40,"Beta-113925",-25.7,NA,"Charred Remain","intcal13",3,"北埋調報157　北海道埋蔵文化財センター"
1581,251,3240,50,"Beta-113926",-28.3,NA,"Charred Remain","intcal13",3,"北埋調報157　北海道埋蔵文化財センター"
1582,252,5080,40,"Beta-150485",-26.1,NA,"Seed/Nut","intcal13",3,"北埋調報158　北海道埋蔵文化財センター"
1583,252,5100,40,"Beta-150486",-24.9,NA,"Seed/Nut","intcal13",3,"北埋調報158　北海道埋蔵文化財センター"
1584,252,5080,40,"Beta-150487",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報158　北海道埋蔵文化財センター"
1585,252,5100,50,"Beta-150488",-29.9,NA,"Charred Remain","intcal13",3,"北埋調報158　北海道埋蔵文化財センター"
1591,247,5305,30,"PLD-3415",-26.4,NA,"Seed/Nut","intcal13",3,"北埋調報220　北海道埋蔵文化財センター"
1593,247,5355,30,"PLD-3417",-26.1,NA,"Seed/Nut","intcal13",3,"北埋調報220　北海道埋蔵文化財センター"
1594,247,5335,30,"PLD-3418",-26.3,NA,"Seed/Nut","intcal13",3,"北埋調報220　北海道埋蔵文化財センター"
1595,247,5415,30,"PLD-3419",-28.1,NA,"Seed/Nut","intcal13",3,"北埋調報220　北海道埋蔵文化財センター"
1596,247,5345,30,"PLD-3420",-24.1,NA,"Seed/Nut","intcal13",3,"北埋調報220　北海道埋蔵文化財センター"
1597,247,5340,30,"PLD-3421",-26.4,NA,"Seed/Nut","intcal13",3,"北埋調報220　北海道埋蔵文化財センター"
1600,273,2460,40,"Beta-174544",-27.5,NA,"Seed/Nut","intcal13",3,"北埋調報215　北海道埋蔵文化財センター"
1604,273,2530,40,"Beta-174548",-24.4,NA,"Charred Remain","intcal13",3,"北埋調報215　北海道埋蔵文化財センター"
1606,271,3290,40,"Beta-174528",-24.9,NA,"Charred Remain","intcal13",3,"北埋調報189　北海道埋蔵文化財センター"
1607,270,3840,40,"Beta-174519",-25.7,NA,"Charred Remain","intcal13",3,"北埋調報188　北海道埋蔵文化財センター"
1608,270,3600,40,"Beta-174520",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報188　北海道埋蔵文化財センター"
1609,270,3660,40,"Beta-174521",-25.2,NA,"Charred Remain","intcal13",3,"北埋調報188　北海道埋蔵文化財センター"
1610,270,5810,40,"Beta-174522",-26.3,NA,"Charred Remain","intcal13",3,"北埋調報188　北海道埋蔵文化財センター"
1611,272,4390,40,"Beta-186176",-25.4,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1612,272,4180,40,"Beta-186177",-24.6,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1613,272,4130,40,"Beta-186178",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1614,272,4210,40,"Beta-186179",-26.6,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1615,272,4060,40,"Beta-186180",-26.6,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1616,272,4120,40,"Beta-186181",-25.6,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1617,272,4160,40,"Beta-186182",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1618,272,4320,40,"Beta-186183",-26.7,NA,"Charred Remain","intcal13",3,"北埋調報197　北海道埋蔵文化財センター"
1620,269,6890,40,"Beta-174517",-25.7,NA,"Charred Remain","intcal13",3,"北埋調報186　北海道埋蔵文化財センター"
1621,269,6890,40,"Beta-174518",-25.3,NA,"Charred Remain","intcal13",3,"北埋調報186　北海道埋蔵文化財センター"
1622,243,3520,40,"Beta-174515",-28.8,NA,"Charred Remain","intcal13",3,"北埋調報185　北海道埋蔵文化財センター"
1623,244,3660,40,"Beta-174516",-26.4,NA,"Charred Remain","intcal13",3,"北埋調報185　北海道埋蔵文化財センター"
1624,268,3720,40,"Beta-174506",-27.7,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1625,268,3800,40,"Beta-174508",-25.3,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1626,268,3800,40,"Beta-174509",-27.2,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1627,268,3860,40,"Beta-174510",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1628,268,3830,40,"Beta-174511",-26.1,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1629,268,3800,40,"Beta-174512",-27,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1630,268,3720,40,"Beta-174513",-25,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1631,268,3790,40,"Beta-174514",-28.3,NA,"Charred Remain","intcal13",3,"北埋調報184　北海道埋蔵文化財センター"
1632,267,3430,40,"Beta-163041",-26.2,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1633,267,3340,40,"Beta-163042",-27.1,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1634,267,3340,40,"Beta-163043",-26.3,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1635,267,3330,40,"Beta-163044",-27.4,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1636,267,4520,50,"Beta-163045",-25.6,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1637,267,4430,40,"Beta-174472",-26.9,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1638,267,4440,40,"Beta-174473",-26.5,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1640,267,3500,40,"Beta-174475",-24.1,NA,"Pottery Food Residue","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1643,267,3510,40,"Beta-174478",-24.7,NA,"Pottery Food Residue","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1647,267,4520,40,"Beta-174482",-27.2,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1648,267,3450,40,"Beta-174483",-26.6,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1649,267,3350,40,"Beta-174484",-26.5,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1650,267,4420,40,"Beta-174485",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1651,267,4330,40,"Beta-174486",-26,NA,"Charred Remain","intcal13",3,"北埋調報183　北海道埋蔵文化財センター"
1652,251,3260,40,"Beta-150587",-25.2,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1653,251,3170,40,"Beta-150588",-26.9,NA,"Seed/Nut","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1654,251,3230,40,"Beta-150589",-27.8,NA,"Seed/Nut","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1655,251,3220,40,"Beta-150590",-26.8,NA,"Seed/Nut","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1656,251,3310,40,"Beta-150591",-26,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1657,251,3240,40,"Beta-150592",-25.8,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1658,251,3120,40,"Beta-150593",-26.1,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1659,251,3150,40,"Beta-150594",-27,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1660,251,3180,40,"Beta-150595",-26.9,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1661,251,3040,40,"Beta-150596",-25.5,NA,"Charred Remain","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
1664,251,3340,40,"Beta-163067",-24.8,NA,"Pottery Food Residue","intcal13",3,"北埋調報180　北海道埋蔵文化財センター"
